Gemeentecode,Solvabiliteit,Netto schuldquote (correctie),Belastingcapaciteit,Grondexploitatie,Structurele exploitatieruimte,Verslagsoort,Jaar,CombinedKey,Netto schuldquote
Barneveld,0.348,0.851,0.96,0.23399999999999999,0.021,2023X005,2023-01-01,Barneveld-2023X005,"0,918"
Beekdaelen,0.648,0.037000000000000005,1.047,0.016,0.04,2023X005,2023-01-01,Beekdaelen-2023X005,"0,03"
Beesel,0.51,-0.17,0.82,-0.01,0.04,2023X005,2023-01-01,Beesel-2023X005,"-0,19"
Bergeijk,0.45399999999999996,0.175,0.84,0.079,0.07400000000000001,2023X005,2023-01-01,Bergeijk-2023X005,"0,183"
Bergen (L.),0.26,0.75,0.86,0.01,0.1,2023X005,2023-01-01,Bergen (L.)-2023X005,"0,74"
Bergen (NH.),0.35,0.36,1.19,0.01,0.08,2023X005,2023-01-01,Bergen (NH.)-2023X005,"0,4"
Bergen op Zoom,0.22,0.5539999999999999,1.063,0.064,0.018000000000000002,2023X005,2023-01-01,Bergen op Zoom-2023X005,"0,551"
Berkelland,0.507,0.154,0.981,0.015,0.006999999999999999,2023X005,2023-01-01,Berkelland-2023X005,"0,372"
Bernheze,0.624,-0.179,0.8109999999999999,0.03,0.048,2023X005,2023-01-01,Bernheze-2023X005,"-0,148"
Best,0.65,-0.252,0.9390000000000001,0.153,0.003,2023X005,2023-01-01,Best-2023X005,"-0,214"
Beuningen,0.28,0.23,0.94,0.14,0.012,2023X005,2023-01-01,Beuningen-2023X005,"0,28"
Beverwijk,0.39,0.06,0.93,-0.02,0.05,2023X005,2023-01-01,Beverwijk-2023X005,"0,19"
Bladel,0.34,0.82,0.78,0.07,0.11,2023X005,2023-01-01,Bladel-2023X005,"0,85"
Bloemendaal,0.56,0.094,2.073,0.066,0.022000000000000002,2023X005,2023-01-01,Bloemendaal-2023X005,"0,104"
Bodegraven-Reeuwijk,0.20800000000000002,1.1909999999999998,1.5390000000000001,-0.02,0.040999999999999995,2023X005,2023-01-01,Bodegraven-Reeuwijk-2023X005,"1,191"
Boekel,0.43,0.3,1.02,0.31,0.06,2023X005,2023-01-01,Boekel-2023X005,"0,3"
Boxtel,0.365,0.032,1.0390000000000001,0.054000000000000006,0.106,2023X005,2023-01-01,Boxtel-2023X005,"0,075"
Breda,0.196,0.402,0.799,0.019,0.04,2023X005,2023-01-01,Breda-2023X005,"0,574"
Bronckhorst,0.63,-0.251,1.12,0.006999999999999999,0.018000000000000002,2023X005,2023-01-01,Bronckhorst-2023X005,"-0,146"
Brummen,0.244,0.5920000000000001,1.125,0.099,0.051,2023X005,2023-01-01,Brummen-2023X005,"0,654"
Brunssum,0.5760000000000001,-0.036000000000000004,0.887,-0.013999999999999999,0.002,2023X005,2023-01-01,Brunssum-2023X005,"0,037"
Buren,0.415,-0.19,1.2830000000000001,-0.003,0.031,2023X005,2023-01-01,Buren-2023X005,"-0,19"
Capelle aan den IJssel,0.589,0.214,0.8290000000000001,0.001,-0.011000000000000001,2023X005,2023-01-01,Capelle aan den IJssel-2023X005,"0,223"
Cranendonck,0.361,0.392,1.02,-0.015,0.017,2023X005,2023-01-01,Cranendonck-2023X005,"0,418"
Dalfsen,0.6,0.05,0.87,0.06,0.059000000000000004,2023X005,2023-01-01,Dalfsen-2023X005,"0,1"
Dantumadiel,0.28,0.2,1.03,0.02,-0.05,2023X005,2023-01-01,Dantumadiel-2023X005,"0,23"
De Bilt,0.215,0.593,1.093,0.013000000000000001,0.040999999999999995,2023X005,2023-01-01,De Bilt-2023X005,"0,607"
De Fryske Marren,0.299,0.34600000000000003,0.8009999999999999,0.035,0.018000000000000002,2023X005,2023-01-01,De Fryske Marren-2023X005,"0,375"
De Wolden,0.53,0.1,0.89,0.016,0.032,2023X005,2023-01-01,De Wolden-2023X005,"0,25"
Delft,0.040999999999999995,0.263,1.146,-0.009000000000000001,0.006,2023X005,2023-01-01,Delft-2023X005,"0,433"
Deurne,0.36,0.27,1.07,0.08,0.03,2023X005,2023-01-01,Deurne-2023X005,"0,29"
Deventer,0.4,0.29,0.97,0.09,0.1,2023X005,2023-01-01,Deventer-2023X005,"0,33"
Diemen,0.38,0.27,1.03,-0.14,0.068,2023X005,2023-01-01,Diemen-2023X005,"0,26"
Dinkelland,0.529,0.055999999999999994,0.905,0.003,0.049,2023X005,2023-01-01,Dinkelland-2023X005,"-0,005"
Doesburg,0.68,-0.49,1.088,0.002,0.043,2023X005,2023-01-01,Doesburg-2023X005,"0,053"
Dongen,0.198,0.61,1.04,0.115,0.055999999999999994,2023X005,2023-01-01,Dongen-2023X005,"0,66"
Dordrecht,0.64,0.07,0.89,0.09,-0.003,2023X005,2023-01-01,Dordrecht-2023X005,"0,19"
Drechterland,0.54,-0.15,1.06,-0.01,0.08,2023X005,2023-01-01,Drechterland-2023X005,"-0,05"
Drimmelen,0.44,0.31,0.82,-0.01,-0.08,2023X005,2023-01-01,Drimmelen-2023X005,"0,35"
Dronten,0.59,-0.35,0.87,0.03,0.032,2023X005,2023-01-01,Dronten-2023X005,"-0,28"
Druten,0.3,0.46,0.92,0.03,0.012,2023X005,2023-01-01,Druten-2023X005,"0,57"
Duiven,0.401,-0.066,0.805,0.028999999999999998,0.016,2023X005,2023-01-01,Duiven-2023X005,"0,009"
Echt-Susteren,0.44299999999999995,0.314,0.877,0.027000000000000003,0.05,2023X005,2023-01-01,Echt-Susteren-2023X005,"0,275"
Edam-Volendam,0.451,0.547,0.8909999999999999,-0.025,-0.068,2023X005,2023-01-01,Edam-Volendam-2023X005,"0,659"
Ede,0.34,0.39,0.84,0.22,0.04,2023X005,2023-01-01,Ede-2023X005,"0,49"
Eemnes,0.192,0.845,1.2590000000000001,0.14400000000000002,0.09,2023X005,2023-01-01,Eemnes-2023X005,"1,042"
Eemsdelta,0.21100000000000002,0.366,0.996,-0.001,0.009000000000000001,2023X005,2023-01-01,Eemsdelta-2023X005,"0,352"
Eersel,0.624,-0.48100000000000004,0.863,0.059000000000000004,0.062,2023X005,2023-01-01,Eersel-2023X005,"-0,481"
Eindhoven,0.43,0.35100000000000003,0.95,0.09,0.04,2023X005,2023-01-01,Eindhoven-2023X005,"0,363"
Elburg,0.65,-0.04,0.86,0.047,0.053,2023X005,2023-01-01,Elburg-2023X005,"0,01"
Emmen,0.195,0.797,0.847,0.054000000000000006,0.055999999999999994,2023X005,2023-01-01,Emmen-2023X005,"0,965"
Enschede,0.34,0.021,1.07,0.01,0.046,2023X005,2023-01-01,Enschede-2023X005,"0,025"
Epe,0.74,-0.23199999999999998,0.95,-0.004,0.048,2023X005,2023-01-01,Epe-2023X005,"-0,169"
Ermelo,0.41,0.24,1.21,0.01,0.03,2023X005,2023-01-01,Ermelo-2023X005,"0,24"
Geertruidenberg,0.297,0.259,0.91,0.040999999999999995,0.002,2023X005,2023-01-01,Geertruidenberg-2023X005,"0,299"
Geldrop-Mierlo,0.27,0.68,0.74,0.17,0.05,2023X005,2023-01-01,Geldrop-Mierlo-2023X005,"0,76"
Gennep,0.45399999999999996,0.075,0.9129999999999999,-0.002,0.009000000000000001,2023X005,2023-01-01,Gennep-2023X005,"0,096"
Goeree-Overflakkee,0.579,-0.02,0.966,0.024,0.08900000000000001,2023X005,2023-01-01,Goeree-Overflakkee-2023X005,"0,067"
Goes,0.3,0.67,1.03,0.03,0.017,2023X005,2023-01-01,Goes-2023X005,"0,73"
Goirle,0.47,0.16,1.0,0.01,0.04,2023X005,2023-01-01,Goirle-2023X005,"0,16"
Gooise Meren,0.21600000000000003,0.602,1.109,0.024,0.046,2023X005,2023-01-01,Gooise Meren-2023X005,"0,604"
Gorinchem,0.4,0.562,0.992,0.40700000000000003,0.021,2023X005,2023-01-01,Gorinchem-2023X005,"0,568"
Gouda,0.24100000000000002,0.711,1.1909999999999998,0.08,0.07,2023X005,2023-01-01,Gouda-2023X005,"0,714"
Groningen,0.10300000000000001,0.953,1.1840000000000002,0.036000000000000004,0.027000000000000003,2023X005,2023-01-01,Groningen-2023X005,"1,248"
Gulpen-Wittem,0.16,1.02,1.06,0.01,0.05,2023X005,2023-01-01,Gulpen-Wittem-2023X005,"1,08"
Haaksbergen,0.28,0.23,1.09,0.01,0.05,2023X005,2023-01-01,Haaksbergen-2023X005,"0,28"
Haarlemmermeer,0.373,0.63,0.92,0.094,0.055,2023X005,2023-01-01,Haarlemmermeer-2023X005,"0,698"
Halderberge,0.204,0.677,0.943,0.03,0.053,2023X005,2023-01-01,Halderberge-2023X005,"0,693"
Hardenberg,0.48,0.36,0.9,0.04,0.04,2023X005,2023-01-01,Hardenberg-2023X005,"0,38"
Harderwijk,0.315,0.53,0.792,0.35200000000000004,-0.002,2023X005,2023-01-01,Harderwijk-2023X005,"0,552"
Harlingen,0.405,0.544,0.847,0.128,0.065,2023X005,2023-01-01,Harlingen-2023X005,"0,551"
Hattem,0.134,0.66,1.13,0.023,0.018000000000000002,2023X005,2023-01-01,Hattem-2023X005,"0,89"
Heerde,0.32,0.41,1.16,0.2,-0.006,2023X005,2023-01-01,Heerde-2023X005,"0,45"
Heerenveen,0.297,0.37200000000000005,0.879,0.004,0.11800000000000001,2023X005,2023-01-01,Heerenveen-2023X005,"0,373"
Heerlen,0.10400000000000001,0.742,0.888,0.011000000000000001,0.037000000000000005,2023X005,2023-01-01,Heerlen-2023X005,"0,738"
Heiloo,0.295,0.318,1.011,0.034,0.011000000000000001,2023X005,2023-01-01,Heiloo-2023X005,"0,329"
Helmond,0.505,0.26,0.894,0.26899999999999996,0.001,2023X005,2023-01-01,Helmond-2023X005,"0,361"
Hendrik-Ido-Ambacht,0.55,0.08,1.12,0.004,-0.002,2023X005,2023-01-01,Hendrik-Ido-Ambacht-2023X005,"0,04"
Hengelo,0.18,0.4,0.86,0.11,0.013000000000000001,2023X005,2023-01-01,Hengelo-2023X005,"1,08"
Het Hogeland,0.34600000000000003,0.27399999999999997,1.02,0.021,0.11,2023X005,2023-01-01,Het Hogeland-2023X005,"0,33"
Heusden,0.295,0.505,0.88,0.28,0.081,2023X005,2023-01-01,Heusden-2023X005,"0,548"
Hillegom,0.73,-0.248,1.1179999999999999,-0.031,0.052000000000000005,2023X005,2023-01-01,Hillegom-2023X005,"-0,065"
Hilvarenbeek,0.26,0.37,0.88,0.06,0.06,2023X005,2023-01-01,Hilvarenbeek-2023X005,"0,44"
Hilversum,0.25,0.53,1.02,0.01,0.037000000000000005,2023X005,2023-01-01,Hilversum-2023X005,"0,59"
Hoeksche Waard,0.631,0.121,0.871,0.04,0.019,2023X005,2023-01-01,Hoeksche Waard-2023X005,"0,202"
Hof van Twente,0.588,0.09300000000000001,1.03,0.055999999999999994,0.047,2023X005,2023-01-01,Hof van Twente-2023X005,"0,144"
Hoogeveen,0.299,0.24,0.93,0.054000000000000006,0.098,2023X005,2023-01-01,Hoogeveen-2023X005,"0,29"
Hoorn,0.28,0.32,0.91,-0.03,0.006999999999999999,2023X005,2023-01-01,Hoorn-2023X005,"0,5"
Houten,0.35700000000000004,0.469,0.9079999999999999,0.053,0.11,2023X005,2023-01-01,Houten-2023X005,"0,485"
Huizen,0.63,-0.65,0.96,0.01,0.03,2023X005,2023-01-01,Huizen-2023X005,"-0,26"
Hulst,0.46,0.257,0.9740000000000001,0.019,0.045,2023X005,2023-01-01,Hulst-2023X005,"0,262"
IJsselstein,0.294,0.051,1.058,0.002,0.011000000000000001,2023X005,2023-01-01,IJsselstein-2023X005,"0,218"
Kaag en Braassem,0.44,0.29,1.14,0.02,0.1,2023X005,2023-01-01,Kaag en Braassem-2023X005,"0,4"
Kampen,0.311,0.44,0.746,0.107,-0.003,2023X005,2023-01-01,Kampen-2023X005,"0,519"
Kerkrade,0.19699999999999998,0.602,0.983,0.002,0.006,2023X005,2023-01-01,Kerkrade-2023X005,"0,737"
Koggenland,0.557,0.003,0.941,0.033,0.079,2023X005,2023-01-01,Koggenland-2023X005,"0,003"
Krimpen aan den IJssel,0.423,0.276,1.22,0.081,0.021,2023X005,2023-01-01,Krimpen aan den IJssel-2023X005,"0,403"
Laarbeek,0.61,0.08,0.86,0.15,0.05,2023X005,2023-01-01,Laarbeek-2023X005,"0,08"
Land van Cuijk,0.45,0.32,0.86,0.07,0.05,2023X005,2023-01-01,Land van Cuijk-2023X005,"0,37"
Landgraaf,0.317,0.322,0.996,0.036000000000000004,0.043,2023X005,2023-01-01,Landgraaf-2023X005,"0,402"
Landsmeer,0.17,0.54,1.3,0.03,0.04,2023X005,2023-01-01,Landsmeer-2023X005,"0,53"
Laren,0.261,0.358,1.7080000000000002,0.02,-0.013999999999999999,2023X005,2023-01-01,Laren-2023X005,"0,809"
Leiden,0.295,0.9470000000000001,1.298,0.018000000000000002,0.017,2023X005,2023-01-01,Leiden-2023X005,"0,977"
Leidschendam-Voorburg,0.638,0.19,0.938,0.159,0.042,2023X005,2023-01-01,Leidschendam-Voorburg-2023X005,"0,261"
Lelystad,0.29,-0.12,1.0,-0.11900000000000001,0.013000000000000001,2023X005,2023-01-01,Lelystad-2023X005,"-0,06"
Leudal,0.53,0.15,0.89,0.02,0.17,2023X005,2023-01-01,Leudal-2023X005,"0,18"
Leusden,0.57,0.11,0.86,0.06,0.03,2023X005,2023-01-01,Leusden-2023X005,"0,17"
Lingewaard,0.38,0.27,1.087,0.001,0.023,2023X005,2023-01-01,Lingewaard-2023X005,"0,32"
Lochem,0.57,-0.08,0.88,0.09,0.06,2023X005,2023-01-01,Lochem-2023X005,"-0,06"
Loon op Zand,0.35600000000000004,0.226,0.887,-0.021,0.011000000000000001,2023X005,2023-01-01,Loon op Zand-2023X005,"0,231"
Losser,0.379,0.038,1.0190000000000001,-0.001,0.002,2023X005,2023-01-01,Losser-2023X005,"0,038"
Maasdriel,0.361,0.45899999999999996,1.022,0.081,-0.009000000000000001,2023X005,2023-01-01,Maasdriel-2023X005,"0,458"
Maasgouw,0.449,0.415,0.85,0.005,0.054000000000000006,2023X005,2023-01-01,Maasgouw-2023X005,"0,502"
Maashorst,0.484,0.267,0.787,0.109,0.057999999999999996,2023X005,2023-01-01,Maashorst-2023X005,"0,286"
Maastricht,0.31,0.34,1.11,0.02,0.05,2023X005,2023-01-01,Maastricht-2023X005,"0,48"
Medemblik,0.52,-0.013000000000000001,1.07,0.004,0.004,2023X005,2023-01-01,Medemblik-2023X005,"-0,011"
Meierijstad,0.43,0.38,0.96,0.24,0.038,2023X005,2023-01-01,Meierijstad-2023X005,"0,4"
Meppel,0.22,0.57,0.81,0.24,0.040999999999999995,2023X005,2023-01-01,Meppel-2023X005,"0,63"
Middelburg,0.31,0.29,0.97,0.21,0.09,2023X005,2023-01-01,Middelburg-2023X005,"0,38"
Midden-Drenthe,0.4,0.19,0.7709999999999999,0.026000000000000002,0.075,2023X005,2023-01-01,Midden-Drenthe-2023X005,"0,25"
Moerdijk,0.47,0.03,0.92,0.03,-0.01,2023X005,2023-01-01,Moerdijk-2023X005,"0,13"
Molenlanden,0.061,0.057999999999999996,0.992,0.023,0.016,2023X005,2023-01-01,Molenlanden-2023X005,"0,107"
Montferland,0.387,0.462,0.98,-0.038,0.055999999999999994,2023X005,2023-01-01,Montferland-2023X005,"0,544"
Neder-Betuwe,0.47,0.23,1.14,0.03,-0.011000000000000001,2023X005,2023-01-01,Neder-Betuwe-2023X005,"0,23"
Nederweert,0.48,-0.68,1.01,0.02,0.1,2023X005,2023-01-01,Nederweert-2023X005,"-0,66"
Nieuwegein,0.29600000000000004,0.5329999999999999,0.9,0.065,-0.01,2023X005,2023-01-01,Nieuwegein-2023X005,"0,568"
Nieuwkoop,0.52,0.11599999999999999,1.1520000000000001,0.456,0.062,2023X005,2023-01-01,Nieuwkoop-2023X005,"0,172"
Nijkerk,0.4,0.55,0.77,0.3,0.016,2023X005,2023-01-01,Nijkerk-2023X005,"0,6"
Nijmegen,0.15,0.69,1.14,0.19,0.071,2023X005,2023-01-01,Nijmegen-2023X005,"0,7"
Nissewaard,0.319,0.48700000000000004,0.96,0.095,0.013999999999999999,2023X005,2023-01-01,Nissewaard-2023X005,"0,431"
Noardeast-Fryslân,0.29,0.23,1.03,0.02,-0.05,2023X005,2023-01-01,Noardeast-Fryslân-2023X005,"0,27"
Noord-Beveland,0.6629999999999999,-0.078,0.8340000000000001,0.06,0.012,2023X005,2023-01-01,Noord-Beveland-2023X005,"-0,052"
Noordoostpolder,0.78,0.42,0.961,0.1,0.053,2023X005,2023-01-01,Noordoostpolder-2023X005,"0,4"
Noordwijk,0.596,0.27,1.0959999999999999,0.109,0.023,2023X005,2023-01-01,Noordwijk-2023X005,"0,366"
"Nuenen, Gerwen en Nederwetten",0.36,0.72,1.11,0.98,0.04,2023X005,2023-01-01,"Nuenen, Gerwen en Nederwetten-2023X005","0,76"
Nunspeet,0.546,0.075,0.85,0.1,0.11900000000000001,2023X005,2023-01-01,Nunspeet-2023X005,"0,11"
Oegstgeest,0.259,0.48100000000000004,1.412,-0.011000000000000001,0.043,2023X005,2023-01-01,Oegstgeest-2023X005,"0,515"
Oirschot,0.509,0.242,0.835,0.01,0.003,2023X005,2023-01-01,Oirschot-2023X005,"0,232"
Oisterwijk,0.27,0.4,1.1,0.049,0.081,2023X005,2023-01-01,Oisterwijk-2023X005,"0,44"
Oldambt,0.35700000000000004,0.114,0.966,-0.003,0.024,2023X005,2023-01-01,Oldambt-2023X005,"0,114"
Oldebroek,0.4,0.2,0.97,0.01,-0.009000000000000001,2023X005,2023-01-01,Oldebroek-2023X005,"0,27"
Olst-Wijhe,0.27899999999999997,0.304,0.997,-0.017,0.069,2023X005,2023-01-01,Olst-Wijhe-2023X005,"0,446"
Ommen,0.47,0.08,0.82,0.02,0.03,2023X005,2023-01-01,Ommen-2023X005,"0,09"
Oost Gelre,0.37,0.59,0.71,0.03,0.067,2023X005,2023-01-01,Oost Gelre-2023X005,"0,71"
Oosterhout,0.59,0.363,0.825,0.06,0.004,2023X005,2023-01-01,Oosterhout-2023X005,"0,442"
Opmeer,0.67,-0.19,1.29,0.03,0.04,2023X005,2023-01-01,Opmeer-2023X005,"-0,25"
Opsterland,0.41200000000000003,0.035,0.8640000000000001,-0.001,0.005,2023X005,2023-01-01,Opsterland-2023X005,"0,035"
Oude IJsselstreek,0.21,0.716,0.882,0.025,-0.02,2023X005,2023-01-01,Oude IJsselstreek-2023X005,"0,796"
Oudewater,0.24,0.57,1.21,0.11,0.086,2023X005,2023-01-01,Oudewater-2023X005,"0,58"
Overbetuwe,0.27699999999999997,0.6459999999999999,0.726,0.031,0.009000000000000001,2023X005,2023-01-01,Overbetuwe-2023X005,"0,646"
Papendrecht,0.501,0.331,1.0,-0.013999999999999999,0.109,2023X005,2023-01-01,Papendrecht-2023X005,"0,499"
Peel en Maas,0.32,0.63,0.8,0.01,0.06,2023X005,2023-01-01,Peel en Maas-2023X005,"0,71"
Pekela,0.52,-0.258,1.04,0.03,0.049,2023X005,2023-01-01,Pekela-2023X005,"-0,252"
Pijnacker-Nootdorp,0.642,-0.256,1.052,-0.028999999999999998,0.03,2023X005,2023-01-01,Pijnacker-Nootdorp-2023X005,"-0,208"
Purmerend,0.223,0.812,0.9,0.077,0.036000000000000004,2023X005,2023-01-01,Purmerend-2023X005,"0,819"
Putten,0.67,-0.18,0.82,0.08,0.09,2023X005,2023-01-01,Putten-2023X005,"-0,07"
Raalte,0.52,0.29,0.95,0.11,0.021,2023X005,2023-01-01,Raalte-2023X005,"0,34"
Reimerswaal,0.56,0.1,0.95,-0.08,0.08,2023X005,2023-01-01,Reimerswaal-2023X005,"0,17"
Renswoude,0.3,1.36,0.93,-0.024,0.19,2023X005,2023-01-01,Renswoude-2023X005,"1,45"
Rheden,0.16,0.55,0.92,-0.02,-0.01,2023X005,2023-01-01,Rheden-2023X005,"0,59"
Rhenen,0.33299999999999996,0.53,0.95,0.006,0.05,2023X005,2023-01-01,Rhenen-2023X005,"0,59"
Rijssen-Holten,0.53,0.37,0.78,0.01,-0.011000000000000001,2023X005,2023-01-01,Rijssen-Holten-2023X005,"0,44"
Rijswijk,0.19,1.02,0.93,0.4,-0.031,2023X005,2023-01-01,Rijswijk-2023X005,"1,02"
Roerdalen,0.382,0.24,0.872,0.015,0.004,2023X005,2023-01-01,Roerdalen-2023X005,"0,255"
Roermond,0.397,0.28300000000000003,1.05,0.013000000000000001,-0.013000000000000001,2023X005,2023-01-01,Roermond-2023X005,"0,259"
Roosendaal,0.3,0.38,0.99,0.15,0.05,2023X005,2023-01-01,Roosendaal-2023X005,"0,38"
Rotterdam,0.578,0.096,1.01,-0.03,-0.004,2023X005,2023-01-01,Rotterdam-2023X005,"0,224"
Rucphen,0.55,0.35,0.9,0.04,0.09,2023X005,2023-01-01,Rucphen-2023X005,"0,36"
Schagen,0.47100000000000003,0.276,1.13,0.018000000000000002,0.087,2023X005,2023-01-01,Schagen-2023X005,"0,228"
Schiedam,0.247,1.126,1.008,0.040999999999999995,0.002,2023X005,2023-01-01,Schiedam-2023X005,"1,167"
Schiermonnikoog,0.29,0.52,0.98,-0.04,0.006999999999999999,2023X005,2023-01-01,Schiermonnikoog-2023X005,"0,28"
Schouwen-Duiveland,0.295,0.289,1.09,0.012,0.125,2023X005,2023-01-01,Schouwen-Duiveland-2023X005,"0,318"
Sint-Michielsgestel,0.45799999999999996,-0.11900000000000001,1.128,-0.023,0.037000000000000005,2023X005,2023-01-01,Sint-Michielsgestel-2023X005,"-0,094"
Sittard-Geleen,0.201,0.6709999999999999,1.0,0.005,0.044000000000000004,2023X005,2023-01-01,Sittard-Geleen-2023X005,"0,672"
Sliedrecht,0.48,0.17,0.95,0.02,0.055,2023X005,2023-01-01,Sliedrecht-2023X005,"0,19"
Sluis,0.42,0.15,0.98,0.01,0.08,2023X005,2023-01-01,Sluis-2023X005,"0,15"
Soest,0.45,0.15,0.97,0.02,0.06,2023X005,2023-01-01,Soest-2023X005,"0,15"
Someren,0.64,0.15,0.87,0.01,-0.06,2023X005,2023-01-01,Someren-2023X005,"-0,24"
Son en Breugel,0.49,0.46,0.95,-0.13,-0.05,2023X005,2023-01-01,Son en Breugel-2023X005,"0,49"
Stadskanaal,0.45,0.17,0.82,0.003,0.046,2023X005,2023-01-01,Stadskanaal-2023X005,"0,2"
Staphorst,0.84,-0.44,0.84,0.04,0.08,2023X005,2023-01-01,Staphorst-2023X005,"-0,42"
Steenbergen,0.40399999999999997,-0.06,0.948,-0.11199999999999999,-0.011000000000000001,2023X005,2023-01-01,Steenbergen-2023X005,"-0,131"
Steenwijkerland,0.38799999999999996,0.295,0.6970000000000001,0.037000000000000005,0.022000000000000002,2023X005,2023-01-01,Steenwijkerland-2023X005,"0,349"
Stein,0.27,0.71,1.03,0.021,0.084,2023X005,2023-01-01,Stein-2023X005,"0,75"
Stichtse Vecht,0.19,0.68,1.004,0.006999999999999999,0.018000000000000002,2023X005,2023-01-01,Stichtse Vecht-2023X005,"0,69"
Súdwest-Fryslân,0.235,0.402,0.856,0.032,-0.003,2023X005,2023-01-01,Súdwest-Fryslân-2023X005,"0,458"
Terneuzen,0.39399999999999996,0.386,0.912,0.033,0.06,2023X005,2023-01-01,Terneuzen-2023X005,"0,392"
Terschelling,0.32,0.24,0.8,0.07,0.03,2023X005,2023-01-01,Terschelling-2023X005,"0,21"
Texel,0.37,0.56,0.77,0.01,0.04,2023X005,2023-01-01,Texel-2023X005,"0,61"
Teylingen,0.5529999999999999,-0.005,1.022,0.028999999999999998,0.003,2023X005,2023-01-01,Teylingen-2023X005,"0,116"
Tholen,0.46,0.16,0.89,0.11,0.07200000000000001,2023X005,2023-01-01,Tholen-2023X005,"0,19"
Tilburg,0.62,0.26,0.72,0.028999999999999998,0.023,2023X005,2023-01-01,Tilburg-2023X005,"0,29"
Twenterand,0.46799999999999997,0.111,1.04,0.006999999999999999,0.021,2023X005,2023-01-01,Twenterand-2023X005,"0,212"
Tynaarlo,0.53,0.19,0.78,0.004,0.043,2023X005,2023-01-01,Tynaarlo-2023X005,"0,25"
Tytsjerksteradiel,0.478,-0.012,0.997,0.013000000000000001,0.045,2023X005,2023-01-01,Tytsjerksteradiel-2023X005,"0,003"
Uitgeest,0.251,0.413,1.1,-0.021,0.009000000000000001,2023X005,2023-01-01,Uitgeest-2023X005,"0,42"
Urk,0.28,1.08,0.98,0.7,-0.006,2023X005,2023-01-01,Urk-2023X005,"1,18"
Utrecht,0.324,0.6779999999999999,1.05,0.063,-0.012,2023X005,2023-01-01,Utrecht-2023X005,"0,694"
Vaals,0.289,0.341,0.9690000000000001,0.14,0.038,2023X005,2023-01-01,Vaals-2023X005,"0,342"
Valkenswaard,0.41,0.39,0.97,-0.01,0.03,2023X005,2023-01-01,Valkenswaard-2023X005,"0,41"
Veenendaal,0.34,0.57,0.79,0.049,-0.004,2023X005,2023-01-01,Veenendaal-2023X005,"0,64"
Veere,0.37,0.26,0.88,0.04,0.045,2023X005,2023-01-01,Veere-2023X005,"0,32"
Veldhoven,0.3,0.82,0.91,0.37,0.05,2023X005,2023-01-01,Veldhoven-2023X005,"0,85"
Velsen,0.247,0.507,1.02,0.001,0.040999999999999995,2023X005,2023-01-01,Velsen-2023X005,"0,515"
Venlo,0.35,0.19,0.9690000000000001,0.04,0.09,2023X005,2023-01-01,Venlo-2023X005,"0,26"
Vijfheerenlanden,0.259,0.7,1.1079999999999999,0.032,0.048,2023X005,2023-01-01,Vijfheerenlanden-2023X005,"0,79"
Vlaardingen,0.23800000000000002,0.635,1.002,0.10300000000000001,0.062,2023X005,2023-01-01,Vlaardingen-2023X005,"0,64"
Vlissingen,0.21,0.39,1.0,0.09,0.03,2023X005,2023-01-01,Vlissingen-2023X005,"0,39"
Voorne aan Zee,0.366,0.88,1.0170000000000001,0.17600000000000002,-0.026000000000000002,2023X005,2023-01-01,Voorne aan Zee-2023X005,"0,88"
Voorschoten,0.39,0.17,1.581,0.05,0.04,2023X005,2023-01-01,Voorschoten-2023X005,"0,19"
Vught,0.38,0.65,1.09,-0.01,0.025,2023X005,2023-01-01,Vught-2023X005,"0,66"
Waadhoeke,0.38,0.03,0.92,0.1,0.03,2023X005,2023-01-01,Waadhoeke-2023X005,"0,04"
Waalre,0.188,0.414,1.077,0.11,0.019,2023X005,2023-01-01,Waalre-2023X005,"0,434"
Waddinxveen,0.4,0.49,0.96,0.13,0.047,2023X005,2023-01-01,Waddinxveen-2023X005,"0,5"
Wageningen,0.44299999999999995,0.092,1.052,-0.001,0.078,2023X005,2023-01-01,Wageningen-2023X005,"0,133"
Weert,0.428,0.308,0.9359999999999999,0.076,0.066,2023X005,2023-01-01,Weert-2023X005,"0,378"
West Betuwe,0.5,0.38,1.3,0.19,0.10099999999999999,2023X005,2023-01-01,West Betuwe-2023X005,"0,45"
Westerkwartier,0.247,0.561,1.042,0.027000000000000003,0.052000000000000005,2023X005,2023-01-01,Westerkwartier-2023X005,"0,6"
Westerveld,0.41,0.013000000000000001,0.961,-0.013000000000000001,0.11,2023X005,2023-01-01,Westerveld-2023X005,"0,023"
Westervoort,0.177,0.264,1.03,,-0.005,2023X005,2023-01-01,Westervoort-2023X005,"0,307"
Westerwolde,0.55,0.08,1.12,0.004,-0.002,2023X005,2023-01-01,Westerwolde-2023X005,"0,04"
Westland,0.368,0.9179999999999999,1.128,0.405,0.025,2023X005,2023-01-01,Westland-2023X005,"0,968"
Weststellingwerf,0.462,0.22399999999999998,0.855,0.12,0.076,2023X005,2023-01-01,Weststellingwerf-2023X005,"0,224"
Wierden,0.46399999999999997,-0.081,0.9690000000000001,-0.021,0.003,2023X005,2023-01-01,Wierden-2023X005,"0,015"
Woensdrecht,0.48100000000000004,-0.11,0.9670000000000001,-0.013999999999999999,0.083,2023X005,2023-01-01,Woensdrecht-2023X005,"-0,061"
